index,username,tweet_id,tweet_text,translated_text,org_step_1,org_step_2,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image,Chadchad
2124,mm_lonely,1.68E+18,"คอนเฟิร์มว่าไซง่อนร้อนมาก แต่เดินได้
ไปวันแรกเดินอยู่ครึ่งวัน(บ่าย) อากาศไม่ต่างจากไทยเลย บางช่วงมีบ้านคนมีคนตั้งแผงลอย มีจอดรถบนทางเท้า ใดๆภาพรวมออกมาก็เดินง่ายกว่ากทม. กลางคืนก็ไม่น่ากลัว ต้นไม้ไม่รกไม่บังตาไฟติดสว่างตลอด","Confirmed: Saigon is very hot but walkable.
Went on the first day and walked for half a day (afternoon). The weather was not different from Thailand at all. Sometimes there are houses and people setting up stalls. There is parking on the sidewalk. Overall, it's easier to walk than Bangkok. The night isn't scary. The trees are not overgrown and the lights are always on.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 14:41:19,2024-02-20 22:52:41,https://twitter.com/mm_lonely/status/1677689322135511042,,,['https://pbs.twimg.com/media/F0hZi-vaUAEPizW?format=jpg&name=small'],no
2125,niola0413,1.68E+18,กรุงเทพมันไม่น่าเดินเพราะทางเท้ามันไม่ทำให้คนใช้รู้สึกว่ามันคือที่ของเค้าอะ บอกว่าไม่น่าเดินมันดูซอฟต์นิดหน่อย ต้องบอกว่าใกล้เคียงกับความรู้สึกว่ามันไม่ใช่ที่เดิน / ทำให้รู้สึกลำบากมากกว่ามั้ง? ละพอมันประกอบกับอากาศที่ร้อน ก็เลยยิ่งทำให้รู้สึกลำบากกว่าเดิมไปอีก,"Bangkok isn't worth walking around because the sidewalks don't make users feel like it's their place. Said it wasn't worth walking on, it looked a little soft. Must I say that it's closer to the feeling that it's not a place to walk/makes you feel more difficult? When it's combined with the hot weather So it made me feel even more difficult than before.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 14:27:58,2024-02-20 22:52:41,https://twitter.com/niola0413/status/1677685962573496320,,,[],no
2126,icyremy,1.68E+18,ขอร้อง #ผู้ว่ากทม #ชัชชาติ ครับ นานา สุขุมวิท ซ 5/7 ถนนถูกยึดโดยรถจอดแช่ ในป้ายห้ามจอดตลอดเวลา ทางเท้าถูกร้านยึดไปตั้งขายของ ขอที่เดินให้คนบ้างเถิดครับ พื้นที่ สนเขต วัฒนา,"Requesting #GovernorofBangkok #Chatchat, Nana Sukhumvit Soi 5/7, the road is taken over by parked cars. In signs prohibiting parking at all times The sidewalk was taken over by shops to set up sales. Please give people a place to walk. Son Khet Watthana area.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-07-08 14:14:50,2024-02-20 21:23:00,https://twitter.com/icyremy/status/1677682658833502210,วัฒนา,,"['https://pbs.twimg.com/media/F0hTexQaMAA0H2o?format=jpg&name=small', 'https://pbs.twimg.com/media/F0hTfHFaYAAIKmo?format=jpg&name=small']",no
2127,lethelucia,1.68E+18,"ตอนไปเวียต ไกลก็เดินนะ  อยากได้ทางเท้าดีๆในกทม บ้าง+ต้นไม้ร่มๆ
อยากยืนบนสกู้ตเตอร์ไฟฟ้าไปทำงานชิลๆ","When going to Viet, walk far and want good sidewalks in Bangkok. Some + shady trees
I want to stand on an electric scooter and go to work and chill.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 11:24:58,2024-02-20 22:52:41,https://twitter.com/lethelucia/status/1677639912659746816,,,[],no
2128,jerry24hrs,1.68E+18,ผลงานช้าไม่เป็นไร ใส่ใจไลฟ์สด รถเข็นล้นฟุตบาท บาดตาขยะกองสูง  จุกๆกับน้ำครึ่งเเข้ง หิวเเสงเมื่อไหร่เเวะมา ชัชชาติประกันภัย เคลมไว กว่า 2 เเสนเรื่อง สัส!,"Slow work is okay. Pay attention to the live broadcast. Carts are overflowing on the sidewalk. Eye-popping garbage piled high Fill with half water. When are you hungry? Chatchat Insurance claims over 200,000 claims quickly!",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 9:36:26,2024-02-20 22:52:41,https://twitter.com/jerry24hrs/status/1677612597359812608,,,[],no
2129,Marsy_____,1.68E+18,เอางิ อยู่ กทม มาหลายปี เพิ่งมีชัชชาติเลยที่จัดการกับสายไป ทางเท้า ฯลฯ,"Well, I've been living in Bangkok for many years. I just recently had Chatchart dealing with the roads, sidewalks, etc.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 7:08:26,2024-02-20 22:52:41,https://twitter.com/Marsy_____/status/1677575353831931904,,,['https://pbs.twimg.com/media/F0Sez3YakAE7eN_?format=jpg&name=small'],no
2130,TransportTH,1.68E+18,"(6 ก.ค. 66) นายชัชชาติ สิทธิพันธุ์ ผู้ว่าราชการกรุงเทพมหานคร กล่าวถึงแผนการจัดระเบียบทางเท้าและป้ายรถเมล์ ว่า

เรื่องการพัฒนาป้ายรถเมล์เป็นเรื่องที่อยู่ในแผนหลักอยู่แล้ว แต่เราช้าในเรื่องของการทำต้นแบบนาน โดยป้ายรถเมล์จะแบ่งเป็นขนาด S M L

อ่านต่อที่...","(6 July 2023) Mr. Chatchart Sitthiphan, Governor of Bangkok Mentioning the plan for organizing sidewalks and bus stops,

The matter of developing bus stops is already in the master plan. But we were slow in prototyping for a long time. The bus stops are divided into sizes S M L.

Read more at...",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 3:58:31,2024-02-20 22:52:41,https://twitter.com/TransportTH/status/1677527559167438848,,,[],no
2131,iT24Hrs,1.68E+18,กล้องวงจรปิดจับทะเบียนรถผู้ขับรถบนทางเท้าด้วย AI ในกทม. ทำงานอย่างไร,CCTV cameras capture license plates of drivers on the sidewalk using AI in Bangkok. How does it work?,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 23:00:55,2024-02-20 22:52:41,https://twitter.com/iT24Hrs/status/1677452666375671808,,,[],no
2132,_urrosabianca,1.68E+18,"แปลกเนอะ แปลกมาก งบตั้งเยอะแยะ ภาษีที่ชาวบ้านตจวก็จ่ายเหมือนกันแต่สวัสดิการไม่ได้เท่ากับคนกรุงเทพ ตัดภาพมาที่ตจวอิตาลี ดักดานแค่ไหนก็ยังมีTrain ,ซุปเปอร์มาร์เกต ,ทางเท้าให้เดินและปั่นจักรยานอย่างปลอดภัย (สายไฟไม่รกรุงรังด้วย)","It's strange. Very strange. There's a lot of budget. The taxes that people in other provinces pay are the same, but their welfare is not the same as those in Bangkok. The picture was cut to Italy. No matter how hidden, there is still Train. ,supermarket ,Sidewalks for safe walking and cycling. (The wires aren't cluttered either.)",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 17:36:46,2024-02-20 22:52:41,https://twitter.com/_urrosabianca/status/1677371088399900673,,,['https://pbs.twimg.com/media/F0ayAFoakAEuCO8?format=jpg&name=small'],no
2133,Hotger12,1.68E+18,ทำไม ชช. ดูแล้วเหมือนด่าเลย เน้นความต้องการของ ปชช. มากกว่ามุ่งใช้แต่เทคโนโลยี จารย์มาผิดงานปะเนี่ย ถึงว่า ปชช.ของจารย์นี่ตั้งของขายเต็มทางเท้า จอดในที่ห้ามจอด วางถุงทิ้งขยะกันเกลื่อนกราด เละเทะมากกรุงเทพทุกวันนี้,Why does the CCC look like they're cursing? Focus on the needs of the people rather than just using technology. The teacher came to the wrong event. Even though the teachers' people were selling merchandise all over the sidewalk. Park in a prohibited area. Put garbage bags everywhere. Very messy in Bangkok these days.,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 16:59:12,2024-02-20 22:52:41,https://twitter.com/Hotger12/status/1677361634023723011,,,[],no
2134,paedterd,1.68E+18,ชีวิตดีๆที่ลงตัว … ฟุตบาทริมถนนพระราม3 ตรงปั้ม เซลล์ เส้นเรียบริมแม่น้ำ ผู้รับเหมาทำงานซุ่ยมาก ในการถมถนน !! #ไทยรัฐทีวี32 #เรื่องเล่าเช้านี้ #เขตยานนาวา #ช่อง7สี #จส100 #โหนกระเเส #ข่าวช่อง8ที่นี่ของจริง #ข่าววันนี้,"A good life that's perfect...footpath along Rama 3 Road, near the gas station, a smooth line along the river. The contractor did a very sloppy job in filling the road!! #Thairath TV 32 #This morning's story #Yannawa District #Channel 7 Colors #JS100 #Hon Krasae #Channel 8 news here is real #Today's news",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระรามที่ 9"" OR ""พระราม9"" OR ""พระรามที่1"" OR ""พระราม1"" OR ""พระราม 1"" OR ""พระรามที่2"" OR ""พระราม2"" OR ""พระราม 2"" OR ""พระรามที่3"" OR ""พระราม4"" OR ""พระราม 3"" OR ""พระรามที่4"" OR ""พระราม4"" OR ""พระราม 4"" OR ""พระรามที่5"")",2023-07-07 14:55:37,2024-02-20 22:15:05,https://twitter.com/paedterd/status/1677330535805247501,ยานนาวา,,"['https://pbs.twimg.com/media/F0cTOdWWcAYs_Y5?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F0cTOdXWYAAp7ya?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F0cTOdMXwAAqiUj?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F0cTOdlWIAclq9v?format=jpg&name=360x360']",no
2135,IO_OIBEEBEEB,1.68E+18,น้ำลงไวอัศวินหลายชั่วโมง พ่อที่มึงอวยนักอวยหนา ทำควยไรบ้าง ตอนนี้เขาเร่งบุรณะ ฟุตบาทกับท่อระบายน้ำยก กทม แหกตาบ้าง อ่อหรือว่าพวกไม่เคยอยู่ กทม แต่ดัดจริตจะเป็น คน กทม.,"The tide went down quickly for several hours. What did the father that you praised so much do to you? Now he's rushing to restore it. The footpath and drainage pipes that lift Bangkok are a bit of an eyesore. Or are they people who have never lived in Bangkok, but who pretend to be Bangkokians?",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 13:14:15,2024-02-20 22:52:41,https://twitter.com/IO_OIBEEBEEB/status/1677305026107305986,,,[],no
2136,m78a,1.68E+18,"ระยะทางที่เดินมาตามผู้ที่ร้องความช่วยเหลือ ยาวมาก เป็นทางเดินแคบติดริมคลอง ที่บางส่วนมีที่ติดกับที่ของราชพัสดุ บางส่วนชำรุด ซ่อมไปตามสภาพ บ้านต้นเรื่องที่เขียนขอความช่วยเหลือ เจ้าของอยู่มา 72 ปี 
เขตบ้านติดหนองจอก-ลาดกระบัง","The distance followed by those who called for help was very long, a narrow walkway next to the canal. Some of them are adjacent to government property. Some are damaged and must be repaired according to their condition. The house where the original story was written asking for help The owner has been here for 72 years.
The house area is next to Nong Chok-Lat Krabang.",สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-07-07 12:06:59,2024-02-20 20:58:45,https://twitter.com/m78a/status/1677288095849521153,หนองจอก,,[],no
2137,pnnpansailom,1.68E+18,"ฟุตบาทไว้ให้คนเดิน 
ฟุตบาทไว้ขายของ 
ส่วนที่ขายของในตลาดให้รถวิ่ง

แบบนี้คนตลาดนัดจตุจักร ทำถูกกฎ เช่าขายพื้นที่ในตลาดจ่ายกทม ไม่เดือดร้อนคนเดินเท้าซวยอย่างเดียว เพราะกทมให้รถมาขับวิ่งไล่คนในตลาด  ซวยจริงๆ","Footpaths are for people to walk on.
Footpath for selling things
The part where things are sold in the market for cars to run.

Like this, people at Chatuchak Market follow the rules, renting and selling space in the market in Bangkok. No problem for unlucky pedestrians only. Because Bangkok allows cars to drive and chase people in the market. It's really unlucky.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 11:05:42,2024-02-20 22:52:41,https://twitter.com/pnnpansailom/status/1677272676002574337,จตุจักร,,['https://pbs.twimg.com/media/F0bememaMAErRlr?format=jpg&name=small'],no
2138,ChaneeRevi60646,1.68E+18,"หนึ่งไอเท็มที่คนรักรองเท้าช่วงหน้าฝนต้องไม่พลาด

#สเปย์กันน้ำ กันรองเท้าเปื้อนน้ำตามฟุตบาทกรุงเทพ ที่เดินไปทางไหนก็ตู้มตามเต็มหน้าแข้งไปหมด 

วิธีใช้ ก็แค่ฉีดรอบแรกรอแห้ง 10 นาที ตามด้วยฉีดซ้ำอีกรอบรอแห้ง 30 นาที ถ้าตื่นสายก็ฉีดทิ้งไว้ก่อนนอน อย่าโง่
 https://s.lazada.co.th/s.QJCHZ?cc","One item that shoe lovers in the rainy season must not miss.

#Waterproof spray protects shoes from water stains on Bangkok sidewalks. Everywhere he walked, his legs were full of noise.

How to use: Just spray the first round and wait 10 minutes for it to dry, followed by repeat the injection and wait 30 minutes for it to dry. If you wake up late, spray it on before going to bed. Don't be stupid.
 https://s.lazada.co.th/s.QJCHZ?cc",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 7:13:43,2024-02-20 22:52:41,https://twitter.com/ChaneeRevi60646/status/1677214293346111490,,,['https://pbs.twimg.com/media/F0apglvaQAEmJwE?format=jpg&name=small'],no
2139,Ohayo2565,1.68E+18,ผว.กทม.ควรบริหารจัดการปัญหา และบุคลากรในกทม.ให้ทุกอย่างราบรื่น.นี่!เล่นแต่ของง่ายๆ ชุมชน โรงเรียน อนามัย ทางเท้า ขยะ ต้นไม้.ช่วยมองเรื่องที่ขรก.ละเลย และสิ่งที่ฝ่าฝืนกม.ด้วยเถิด!ระบบทราฟฟี่ฯ กับ 1555 ก็ซ้ำซ้อนกัน.แล้วหน่วยงานไหนจะตรวจสอบการทำงานของเรื่องในเขต เช่น อาคารผิดพรบ.,"The Governor of Bangkok should manage the problem. and personnel in Bangkok to make everything go smoothly. Hey! We only play with simple things, communities, schools, health, sidewalks, garbage, trees. Please help look at the things that the government officials neglect. And things that violate the law too! The traffic system and 1555 are overlapping. And which agency will inspect the work of matters in the area, such as buildings that violate the law?",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 5:43:59,2024-02-20 22:52:41,https://twitter.com/Ohayo2565/status/1677191713302138880,,,['https://pbs.twimg.com/media/F0aU9e5aUAAscnX?format=jpg&name=small'],no
2140,olo_lll_olo,1.68E+18,ชัชชาติบอกดีแล้ว ทางเท้าจะขายของ จะนอน จะขี้ ได้หมด amazing,"Chatchart said it well. The sidewalk sells things, sleeps, poops, it's all amazing.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 4:36:32,2024-02-20 22:52:41,https://twitter.com/olo_lll_olo/status/1677174735615197184,,,[],no
2141,eji6009,1.68E+18,"ขี้ไม่ดี อย่าขึ้นเน้อ เดี๋ยวคนอื่นจะเหม็นเอ้ยเดี๋ยวไปเหม็นคนคนอื่น
เดินเอา เดินเอา กับ ฟุตบาทสมัยผู้ว่าชัชชาติ กำลังออกดอกเป็นหาบเร่เรื่อยๆ  ","If you poop is not good, don't put it up. It will stink other people. Or you will stink other people.
Walk, walk, walk with the footpath during the time of Governor Chatchat It is slowly blossoming into a hawker.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 3:26:34,2024-02-20 22:52:41,https://twitter.com/eji6009/status/1677157127826341888,,,[],no
2142,ThaiPBS,1.68E+18,"นายชัชชาติ สิทธิพันธุ์ ผู้ว่าฯ กทม. ตั้งเป้าการทำงานของปีที่ 2 ไว้ 20 เรื่อง เช่น ปลูกต้นไม้ล้านต้น ปรับปรุงทางเท้า ไฟส่องสว่าง หาบเร่แผงลอย จุดน้ำท่วม เน้นเรื่องเส้นเลือดฝอยผลักดันให้เป็นรูปธรรมอย่างชัดเจน

ติดตามข่าว #ThaiPBS ได้ที่ http://thaipbs.or.th #วันใหม่ไทยพีบีเอส","Mr. Chatchat Sitthiphan, Governor of Bangkok, has set 20 work goals for the second year, such as planting a million trees. Improving sidewalks, lighting, hawker stalls, flood spots, emphasizing capillaries and pushing them to be concrete.

Follow #ThaiPBS news at http://thaipbs.or.th #WanmaiThaiPBS",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 1:01:32,2024-02-20 22:52:41,https://twitter.com/ThaiPBS/status/1677120631135956992,,,['https://pbs.twimg.com/media/F0ZUQZOXgAAL7yD.jpg'],no
2143,pnnpansailom,1.68E+18,ประเทศไทยไม่ใจดีกับผู้ใช้ทางเท้าเลย ไม่แม้กระทั่งพื้นที่ “ในตลาดนัด” ดันเป็นตลาดที่บริหารโดยกทม 100% และมีผู้ว่าที่มีวิสัยทัศน์แนว Green รักษ์โลก และอยากเห็นเมืองที่รักคนเดิน ก็มารู้ว่าทำไมถึงปล่อยให้ตลาดเป็นแบบนี้ แย่กว่ายุคอัศวิน ตอนนั้นไม่ได้มีรถเข้าแบบนี้,"Thailand is not kind to pedestrian users at all. Not even the area ""in the flea market"" is a market that is 100% managed by Bangkok and has a governor who has a Green vision to save the world and wants to see a city that loves people walking. Then I came to know why I let the market be like this. Worse than the knight era At that time there were no cars like this.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-06 15:46:53,2024-02-20 22:52:41,https://twitter.com/pnnpansailom/status/1676981046850756610,,,[],no
2144,pnnpansailom,1.68E+18,ประเทศไทยไม่ค่อยใจดีกับผู้ใช้ทางเท้าเลย ไมแม้กระทั่งพื้นที่ “ในตลาดนัด” ดันเป็นตลาดที่บริหารโดยกทม 100% และมีผู้ว่าที่มีวิสัยทัศน์แนว Green รักษ์โลก และอยากเห็นเมืองที่รักคนเดิน ก็มารู้ว่าทำไมถึงปล่อยให้ตลาดเป็นแบบนี้ แย่กว่ายุคอัศวิน ตอนนั้นไม่ได้มีรถเข้า,"Thailand is not very kind to pedestrian users. Not even the area ""in the flea market"" is a market that is 100% managed by Bangkok and has a governor who has a Green vision to save the world and wants to see a city that loves people walking. Then I came to know why I let the market be like this. Worse than the knight era There were no cars coming in at that time.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-06 15:46:02,2024-02-20 22:52:41,https://twitter.com/pnnpansailom/status/1676980834723827712,,,['https://pbs.twimg.com/media/F0W_byZaEAIfiK7?format=jpg&name=small'],no
2145,pnnpansailom,1.68E+18,What da …. ในขณะที่รั้วตลาดรอบๆ บนฟุตบาท มีเต๊นกางขายของด้วยนะคะ แต่พื้นที่ในตลาดแท้ๆกลับไม่ให้คนเดินอีก งงนะ ในกทมนี่ถนนรถวิ่งมันยังไม่พอใช่ไหมคะ ถึงขั้นถนนคนเดินในตลาดก็จะให้รถวิ่งวนอีก ถนนในตลาดมันจะวนวงกลม รอบนึง1.25kmเอง ยังจะเอาให้รถอีก สงสารทางคนเดิน,"What da.... While the market fence surrounds the sidewalk, there are tents set up to sell things as well. But the area in the actual market is no longer allowed for people to walk. I'm confused. There aren't enough driveways in Bangkok, right? Up to the walking street in the market, cars will circle around again. The road in the market goes in circles. One round is only 1.25km. Still going to give it to the car. I feel sorry for the pedestrians.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-06 14:33:43,2024-02-20 22:52:41,https://twitter.com/pnnpansailom/status/1676962634887987200,,,['https://pbs.twimg.com/media/F0XEn94aIAIQhZw?format=jpg&name=900x900'],no
2146,fm91trafficpro,1.68E+18,กทม. ลุยเต็มที่ ปรับปรุงทางเท้าและป้ายรถเมล์ในกรุงเทพฯ ให้ดีขึ้น,Bangkok Metropolitan Administration is working hard to improve sidewalks and bus stops in Bangkok.,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-06 14:17:23,2024-02-20 22:52:41,https://twitter.com/fm91trafficpro/status/1676958526340759554,,,[],no
2147,baimaibaijai,1.68E+18,ถ้ามีต้นไม้เยอะจะร่มรื่นกว่านี้ ขอฟุตบาทแบบนี้ทั่วกทมค่ะ,"If there were a lot of trees, it would be more shady. I want footpaths like this all over Bangkok.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-06 13:57:33,2024-02-20 22:52:41,https://twitter.com/baimaibaijai/status/1676953535404199936,,,[],no
2148,JumpIsTweeting,1.68E+18,จริงๆ เลย พื้นรองเท้าต้องเลือกดีๆ แล้วยิ่งถ้าอยู่กรุงเทพนะ ฟุตบาททำร้ายแรงมาก แป๊บเดียวพื้นพัง,"In fact, the soles of your shoes must be chosen carefully. And especially if you're in Bangkok. The footpath is very serious. In an instant the ground collapsed.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-06 13:29:20,2024-02-20 22:52:41,https://twitter.com/JumpIsTweeting/status/1676946432639791104,,,[],no
2149,Skyboyz15,1.68E+18,"#หอมกลิ่นความเจริญ  1.3 ล้านเสียงเลือกคนไม่ผิด 
ผู้ว่าฯ ชัชชาติ สั่งลุยเต็มที่ ปีนี้ ปรับปรุงทางเท้าและป้ายรถเมล์ในกรุงเทพฯ และความสว่างให้ดีขึ้น
 ป้ายรถเมล์ ทำต้นแบบ 17 จุด เป้าหมาย 500 ป้ายก่อน 
 ทางเท้าเขตละ 20 กิโลเมตร มี 50 เขต รวม 1,000 กิโลเมตร 
#ชัชชาติ","#SmellProsperity 1.3 million votes can't choose the wrong person.
Governor Chatchat ordered to go all out this year to improve sidewalks and bus stops in Bangkok. and brightness to improve
 Bus stops: 17 prototype locations, target 500 stops first.
 The sidewalks are 20 kilometers per zone, with 50 zones, totaling 1,000 kilometers.
#Chatchart",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-06 13:27:12,2024-02-20 22:52:41,https://twitter.com/Skyboyz15/status/1676945897429819397,,,['https://pbs.twimg.com/media/F0W1ZxcacAADyvC?format=jpg&name=small'],no
2150,artofth,1.68E+18,"ให้ทายว่าโลโก้ของ Bangkok มาจากอะไร? 
เฉลย! มาจากลายบนฟุตบาทใน กทม. นั่นเอง! 
แต่ละสาขาทั่วโลกก็จะมีการออกแบบโลโก้แตกต่างกันไป ลองดูในแมกกาซีนที่ถ่ายมาได้","Guess where Bangkok's logo comes from?
answer! It comes from the pattern on the sidewalk in Bangkok!
Each branch around the world has a different logo design. Try looking in the magazine that was taken.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-06 12:33:02,2024-02-20 22:52:41,https://twitter.com/artofth/status/1676932266545786887,,,"['https://pbs.twimg.com/media/F0Wjx_8aEAAkeI5?format=jpg&name=small', 'https://pbs.twimg.com/media/F0WkE9QaUAA-lzV?format=jpg&name=small']",no
2151,js100radio,1.68E+18,"ทางเท้าถนนพลับพลาไชย ใกล้แยกถนนสันติภาพ เขตป้อมปราบศัตรูพ่าย กทม. มีทั้งรถจอดและจยย.สัญจร จะไม่ให้ทรุดได้ยังไง #JS100

Cr. เฮ้ย นี่มันฟุตบาทไทยแลนด์","Sidewalk on Phlapphla Chai Road Near Santiphap Road intersection Pom Prap Sattru Phai District, Bangkok has both parked cars and motorcycle traffic. How can I not collapse? #JS100

Cr. Hey, this is Thailand's footpath.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-07-06 11:53:01,2024-02-20 20:58:45,https://twitter.com/js100radio/status/1676922196370022400,ป้อมปราบศัตรูพ่าย,,['https://pbs.twimg.com/media/F0WfupiagAAhpWg?format=jpg&name=small'],no
